,Match Datetime,campaign,Competition,Team name,sc_ra,sc_ca,sc_la,Midfield,Right defence,Central defence,Left defence,Right attack,Central attack,Left attack,ISP attack,ISP defence,Tactic,Tactic skill,Average goals,Formation,Defender_number,Mid_number,Forward_number,Actual goals,Style of play,Total exp,spex,Orders,HomeOrAway,Team name_,Midfield_,Right defence_,Central defence_,Left defence_,Right attack_,Central attack_,Left attack_,ISP attack_,ISP defence_,Tactic_,Tactic skill_,Average goals_,Formation_,Defender_number_,Mid_number_,Forward_number_,Actual goals_,Style of play_,Total exp_,spex_,Orders_,HomeOrAway_,id,scaled midfield,Opponent,Match Date,Tactic short,Match Type,scaled_midfield,T_C,Indiv Order
0,2025-09-26 12:00:00,92,Asia and Oceania Cup,Dhivehi Raajje,14.3843,17.6084,14.6323,14.0,16.5,16.0,16.0,14.5,17.75,14.75,9.5,11.25,Normal,0,0,3-4-3,3,4,3,1,5,14,ZQEHEZQQEUQPQU,3003000,H,Malaysia,14.25,18.75,20.25,20.0,12.75,11.75,11.25,8.5,12.25,Normal,0,0,3-5-2,3,5,2,3,1,15,ZQEPEQUQUQUZEH,2000000300,A,38537485,16.6451,Mal,2025-09-26,N,CC,16.64506346058863,343,NN-N-NMN-NMNNN
1,2025-09-19 12:00:00,92,Asia and Oceania Cup,Dhivehi Raajje,15.4034,19.4437,15.6559,15.0,13.25,11.0,13.5,15.25,19.25,15.5,9.25,10.75,Normal,0,0,2-5-3,2,5,3,1,10,15,ZZEEEQQUUQQUHP,30003000,H,Hong Kong,13.5,22.5,25.0,22.0,8.0,7.25,8.0,10.0,13.75,Pressing,16,0,4-5-1,4,5,1,1,-10,13,ZQPETPHPpUUEUE,2012302030,A,38537464,17.3514,Hon,2025-09-19,N,CC,17.351416197887243,att,NN---NMNNNMNNN
2,2025-09-15 12:00:00,92,Asia and Oceania Cup,Dhivehi Raajje,17.1994,7.8409,13.9113,10.25,21.5,23.5,21.25,17.0,7.75,13.75,8.75,11.75,Counter-attacks,19,0,4-4-2,4,4,2,1,-8,14,ZQZEHHQQEUQUEQ,40044,A,Myanmar,14.25,20.0,23.25,20.75,10.25,12.5,11.75,8.75,11.75,Normal,0,0,3-5-2,3,5,2,2,-10,13,ZHEUEHHHHHUEPU,3003000300,H,38537442,14.6746,Mya,2025-09-15,CA,CC,14.674577366437738,442ca,NNN-NNNW-NNW-W
3,2025-09-12 12:00:00,92,Asia and Oceania Cup,Dhivehi Raajje,10.3666,11.6008,11.8476,10.5,21.0,24.25,21.75,10.5,11.75,12.0,9.25,12.25,Counter-attacks,18,0,4-4-2,4,4,2,0,-10,13,ZHHEZQQUEUQEQQ,300000,A,Indonesia,15.75,18.25,19.75,19.25,13.0,11.75,12.25,9.0,11.25,Normal,0,0,3-5-2,3,5,2,2,3,14,ZUEPEUTQUQQQEP,300,H,38537421,16.1569,Ind,2025-09-12,CA,CC,16.15686605869229,442ca,NNN-NNMN-NN-NN
4,2025-09-08 12:00:00,92,Asia and Oceania Cup,Dhivehi Raajje,13.9407,16.928,13.9407,11.75,16.75,15.75,16.5,14.0,17.0,14.0,8.75,11.25,Normal,0,0,3-4-3,3,4,3,2,0,13,ZQEHEHQHEUQQPQ,3003000,H,Hayastan,8.5,22.0,24.5,23.5,11.5,11.0,12.0,8.75,12.25,Counter-attacks,18,0,4-4-2,4,4,2,2,-10,17,ZUQEUQUHEHQQQE,43000000,A,38537399,16.5113,Hay,2025-09-08,N,CC,16.51125070227916,343,NN-N-NMN-NMNNN
5,2025-09-05 12:00:00,92,Asia and Oceania Cup,Dhivehi Raajje,12.9879,15.1132,12.5156,10.25,16.25,15.75,15.0,13.75,16.0,13.25,9.0,11.25,Normal,0,0,3-5-2,3,5,2,0,0,15,ZQEQEZQHUUQHEU,3000300,A,Malaysia,10.5,19.25,20.0,20.5,12.75,11.25,11.75,8.0,11.25,Normal,0,0,3-5-2,3,5,2,3,0,15,ZZEUETUHZQUZEH,300,H,38537380,19.1377,Mal,2025-09-05,N,CC,19.13774568949207,bal,NN-N-NMNNNMN-N
6,2025-08-29 20:00:00,92,Friendly,Dhivehi Raajje,,,,5.0,13.25,12.5,9.25,8.25,8.75,9.5,6.25,7.75,Normal,0,0,3-4-3,3,4,3,0,0,7,ZHEHEQQUEUHTHU,202,H,Belize,10.25,18.0,16.25,16.5,11.5,11.75,10.0,7.5,9.5,Normal,0,0,3-5-2,3,5,2,3,0,8,QHEUEQQHTQUUEW,20000000,A,38555988,,Bel,2025-08-29,N,F,,343,NN-N-NNN-NNDND
7,2025-08-22 20:00:00,92,Friendly,Dhivehi Raajje,,,,7.75,19.25,16.75,11.0,7.75,8.75,9.5,6.0,7.75,Counter-attacks,16,0,4-4-2,4,4,2,1,-10,11,HQQTEZHHEHQHUE,2200000,A,Madagasikara,7.0,25.25,28.75,22.5,10.75,8.75,9.25,9.5,12.5,Counter-attacks,22,0,5-3-2,5,3,2,4,-10,12,UUSUUQUEpEQQEP,2000,H,38522267,,Mad,2025-08-22,CA,F,,442ca,NNNN-DDN-NNNN-
8,2025-08-15 20:00:00,90,Friendly,Dhivehi Raajje,,,,7.75,18.5,16.5,11.0,7.75,9.0,9.5,6.0,7.75,Counter-attacks,15,0,4-4-2,4,4,2,0,-10,11,HQQTEZHHEHQHUE,2200000,A,Cymru,7.0,12.75,12.25,13.0,12.5,11.75,13.25,9.75,9.75,Play creatively,20,0,3-4-3,3,4,3,3,8,12,ZZEQEUQQEQQTPU,2021441404,H,38366033,,Cym,2025-08-15,CA,F,,442ca,NNNN-DDN-NNNN-
9,2025-08-08 20:00:00,90,Friendly,Dhivehi Raajje,,,,7.5,16.0,21.0,17.0,7.0,6.0,8.0,5.0,8.0,Counter-attacks,21,0,5-4-1,5,4,1,0,-10,11,ZQQTQZPHEHQEUE,200000,H,MagyarorszÃ¡g,6.75,20.0,24.5,22.25,12.75,11.25,13.0,8.5,12.0,Counter-attacks,18,0,4-4-2,4,4,2,4,0,11,ZTUEPHQUEpQHEH,2000,A,38061549,,Mag,2025-08-08,CA,F,,hardca,NNNNNDNN-NN-N-
